ID,neg,neu,pos,compound,GPE
10507,0.0,0.762,0.238,0.3612,Leaked
8886,0.0,0.762,0.238,0.3612,America
8235,0.0,0.762,0.238,0.3612,Iran
7079,0.0,0.762,0.238,0.3612,Tsunami
7079,0.0,0.762,0.238,0.3612,New Zealand
9296,0.0,0.762,0.238,0.3612,US
9116,0.0,0.762,0.238,0.3612,Israel
5991,0.0,0.762,0.238,0.3612,Miami
7339,0.0,0.762,0.238,0.3612,Iran
7339,0.0,0.762,0.238,0.3612,Finland
7339,0.0,0.762,0.238,0.3612,Tehran
6833,0.0,0.762,0.238,0.3612,Rattles Rome
8215,0.0,0.762,0.238,0.3612,Pakistan
9153,0.0,0.762,0.238,0.3612,Standing Rock
9153,0.0,0.762,0.238,0.3612,North Dakota
10116,0.0,0.762,0.238,0.3612,Jerusalem
10116,0.0,0.762,0.238,0.3612,Israel
10116,0.0,0.762,0.238,0.3612,U.S.
7061,0.0,0.762,0.238,0.3612,U.S.
5876,0.0,0.762,0.238,0.3612,Stupid
9577,0.0,0.762,0.238,0.3612,FLORIDA
10546,0.0,0.762,0.238,0.3612,California
6211,0.0,0.762,0.238,0.3612,Jerusalem
6211,0.0,0.762,0.238,0.3612,Old City
8343,0.0,0.762,0.238,0.3612,India
9234,0.0,0.762,0.238,0.3612,Danger
7408,0.0,0.762,0.238,0.3612,Swansea City
9333,0.0,0.762,0.238,0.3612,America
5396,0.0,0.762,0.238,0.3612,U.S.
5752,0.0,0.762,0.238,0.3612,America
6673,0.0,0.762,0.238,0.3612,illuminati
7615,0.0,0.762,0.238,0.3612,North Carolina
8816,0.0,0.762,0.238,0.3612,Paris
7919,0.0,0.762,0.238,0.3612,U.S.
7919,0.0,0.762,0.238,0.3612,Syria
8149,0.0,0.762,0.238,0.3612,Britain
6718,0.0,0.762,0.238,0.3612,America
6094,0.0,0.762,0.238,0.3612,New York
5542,0.0,0.762,0.238,0.3612,Russia
5542,0.0,0.762,0.238,0.3612,France
10089,0.0,0.762,0.238,0.3612,Morocco
10089,0.0,0.762,0.238,0.3612,Spain
9143,0.0,0.762,0.238,0.3612,Israel
9143,0.0,0.762,0.238,0.3612,Israel
9126,0.0,0.762,0.238,0.3612,Mosul
5587,0.0,0.762,0.238,0.3612,California
6660,0.0,0.762,0.238,0.3612,Standing Rock
10107,0.0,0.762,0.238,0.3612,Jynxster
5948,0.0,0.762,0.238,0.3612,Russia
7674,0.0,0.762,0.238,0.3612,Paris
6192,0.0,0.762,0.238,0.3612,Germany
8691,0.0,0.762,0.238,0.3612,DC
10031,0.0,0.762,0.238,0.3612,Cleveland
6663,0.0,0.762,0.238,0.3612,US
6663,0.0,0.762,0.238,0.3612,Russia
6295,0.0,0.762,0.238,0.3612,Abu Dhabi
6295,0.0,0.762,0.238,0.3612,Wales
7601,0.0,0.762,0.238,0.3612,Obama
6111,0.0,0.762,0.238,0.3612,Britain
7620,0.0,0.762,0.238,0.3612,Russia
7620,0.0,0.762,0.238,0.3612,US
10541,0.0,0.762,0.238,0.3612,Germany
9411,0.0,0.762,0.238,0.3612,US
9411,0.0,0.762,0.238,0.3612,Turkey
7165,0.0,0.762,0.238,0.3612,Guatemala
6406,0.0,0.762,0.238,0.3612,Iceland
6265,0.0,0.762,0.238,0.3612,Washington DC
9976,0.0,0.762,0.238,0.3612,Islamophobia
6007,0.0,0.762,0.238,0.3612,US
6007,0.0,0.762,0.238,0.3612,Iran
6007,0.0,0.762,0.238,0.3612,Yemen
7207,0.0,0.762,0.238,0.3612,America
6050,0.0,0.762,0.238,0.3612,Russia
8764,0.0,0.762,0.238,0.3612,US
8764,0.0,0.762,0.238,0.3612,Mosul
7092,0.0,0.762,0.238,0.3612,Britain
10515,0.0,0.762,0.238,0.3612,Arizona
8849,0.0,0.762,0.238,0.3612,Syria
9662,0.0,0.762,0.238,0.3612,Oregon
6215,0.0,0.762,0.238,0.3612,Mosul
8592,0.0,0.762,0.238,0.3612,Canada
9480,0.0,0.762,0.238,0.3612,Saudi Arabia
8760,0.0,0.762,0.238,0.3612,US
8155,0.0,0.762,0.238,0.3612,China
7026,0.0,0.762,0.238,0.3612,US
7026,0.0,0.762,0.238,0.3612,Yemen
10147,0.0,0.762,0.238,0.3612,Russia
9644,0.0,0.762,0.238,0.3612,Iran
9644,0.0,0.762,0.238,0.3612,Russia
9644,0.0,0.762,0.238,0.3612,Syria
9644,0.0,0.762,0.238,0.3612,Moscow
9233,0.0,0.762,0.238,0.3612,Russia
8551,0.0,0.762,0.238,0.3612,Russia
9761,0.0,0.762,0.238,0.3612,the United States
6063,0.0,0.762,0.238,0.3612,US
8986,0.0,0.762,0.238,0.3612,Russia
9859,0.0,0.762,0.238,0.3612,US
8169,0.0,0.762,0.238,0.3612,Russia
8987,0.0,0.762,0.238,0.3612,Russia
8720,0.0,0.762,0.238,0.3612,India
9934,0.0,0.762,0.238,0.3612,U.S.
6343,0.0,0.762,0.238,0.3612,North Dakota
9643,0.0,0.762,0.238,0.3612,Russia
7096,0.0,0.762,0.238,0.3612,Israel
5710,0.0,0.762,0.238,0.3612,Israel
5710,0.0,0.762,0.238,0.3612,Jerusalem
5710,0.0,0.762,0.238,0.3612,Temple Mount
8400,0.0,0.762,0.238,0.3612,Tokyo
8400,0.0,0.762,0.238,0.3612,US
10166,0.0,0.762,0.238,0.3612,Syria
9908,0.0,0.762,0.238,0.3612,Fury
9194,0.0,0.762,0.238,0.3612,America
8753,0.0,0.762,0.238,0.3612,Russia
8274,0.0,0.762,0.238,0.3612,Russia
5475,0.0,0.762,0.238,0.3612,U.S.
5475,0.0,0.762,0.238,0.3612,Russia
5483,0.0,0.762,0.238,0.3612,India
8455,0.0,0.762,0.238,0.3612,Virginia
8182,0.0,0.762,0.238,0.3612,US
8182,0.0,0.762,0.238,0.3612,Mosul
8182,0.0,0.762,0.238,0.3612,Syria
10323,0.0,0.762,0.238,0.3612,Mexico
10323,0.0,0.762,0.238,0.3612,Ohio
7032,0.0,0.762,0.238,0.3612,North Dakota
5554,0.0,0.762,0.238,0.3612,UK
5554,0.0,0.762,0.238,0.3612,US
8915,0.0,0.762,0.238,0.3612,US
10496,0.0,0.762,0.238,0.3612,Liver
5987,0.0,0.762,0.238,0.3612,lifespan
8739,0.0,0.762,0.238,0.3612,Syria
6359,0.0,0.762,0.238,0.3612,Vienna
7315,0.0,0.762,0.238,0.3612,Russia
7315,0.0,0.762,0.238,0.3612,US
7501,0.0,0.762,0.238,0.3612,Kashmiris
7501,0.0,0.762,0.238,0.3612,India
9892,0.0,0.762,0.238,0.3612,Yemen
9892,0.0,0.762,0.238,0.3612,Ukraine
8591,0.0,0.762,0.238,0.3612,Russia
9204,0.0,0.762,0.238,0.3612,Formaldehyde
8346,0.0,0.762,0.238,0.3612,US
5636,0.0,0.762,0.238,0.3612,Stand
8903,0.0,0.762,0.238,0.3612,Washington
8153,0.0,0.762,0.238,0.3612,Print
