ID,neg,neu,pos,compound,GPE
1616,0.342,0.658,0.0,-0.3818,Iowa
4218,0.242,0.758,0.0,-0.5859,Arizona
1887,0.0,1.0,0.0,0.0,U.S.
2779,0.0,1.0,0.0,0.0,Afghanistan
4452,0.0,1.0,0.0,0.0,Iran
1615,0.459,0.541,0.0,-0.1779,Iowa
3516,0.293,0.707,0.0,-0.4404,Brussels
3986,0.695,0.305,0.0,-0.9287,France
4237,0.0,0.664,0.336,0.8225,Florida
4237,0.0,0.664,0.336,0.8225,Illinois
4237,0.0,0.664,0.336,0.8225,Ohio
4237,0.0,0.664,0.336,0.8225,North Carolina
4237,0.0,0.664,0.336,0.8225,Florida
3987,0.423,0.457,0.12,-0.743,US
3254,0.0,1.0,0.0,0.0,N.H.
4524,0.0,0.788,0.212,0.5423,Orlando
918,0.0,0.748,0.252,0.5719,New York Wins
130,0.465,0.535,0.0,-0.8271,South Carolina
2831,0.0,1.0,0.0,0.0,Iraq
4441,0.196,0.804,0.0,-0.296,Iran
2880,0.0,1.0,0.0,0.0,Egypt
2880,0.0,1.0,0.0,0.0,Libya
517,0.423,0.577,0.0,-0.765,Puerto Rico's
2942,0.2,0.8,0.0,-0.3612,Syria
2942,0.2,0.8,0.0,-0.3612,US
3652,0.196,0.804,0.0,-0.296,Orlando
3652,0.196,0.804,0.0,-0.296,U.S.
2869,0.0,0.843,0.157,0.0772,Obama
2869,0.0,0.843,0.157,0.0772,Iran
613,0.0,1.0,0.0,0.0,Kochs
4385,0.0,1.0,0.0,0.0,Indiana
3743,0.0,1.0,0.0,0.0,Mohammed Event
3977,0.62,0.38,0.0,-0.8689,Paris
1010,0.0,1.0,0.0,0.0,Wisconsin
3971,0.264,0.604,0.132,-0.34,France
3971,0.264,0.604,0.132,-0.34,Belgium
3971,0.264,0.604,0.132,-0.34,Italy
323,0.584,0.311,0.106,-0.8271,New York
2278,0.296,0.704,0.0,-0.5216,Ark.
951,0.0,1.0,0.0,0.0,New York
2780,0.0,0.769,0.231,0.4019,Russia
2780,0.0,0.769,0.231,0.4019,Syria
3114,0.155,0.845,0.0,-0.296,New York City
3114,0.155,0.845,0.0,-0.296,US
2653,0.359,0.641,0.0,-0.4215,Boston
2882,0.247,0.753,0.0,-0.5574,Iran
4848,0.0,1.0,0.0,0.0,Ohio
1285,0.157,0.843,0.0,-0.4215,Washington
2295,0.0,1.0,0.0,0.0,Alabama
3969,0.442,0.558,0.0,-0.8591,Paris
3601,0.209,0.791,0.0,-0.4404,Belgium
3601,0.209,0.791,0.0,-0.4404,France
3601,0.209,0.791,0.0,-0.4404,Germany
3005,0.211,0.661,0.128,-0.0315,Hiroshima
3754,0.206,0.625,0.169,-0.1531,Baltimore
1810,0.0,1.0,0.0,0.0,Puerto Rico
1810,0.0,1.0,0.0,0.0,Florida
134,0.0,1.0,0.0,0.0,America
1349,0.28,0.72,0.0,-0.5423,Iowa
1349,0.28,0.72,0.0,-0.5423,New Hampshire
2858,0.0,1.0,0.0,0.0,Yemen
2853,0.0,1.0,0.0,0.0,U.S.
2103,0.0,1.0,0.0,0.0,Alaska
1781,0.0,1.0,0.0,0.0,Carly Fiorina
3180,0.095,0.738,0.166,0.3182,America
684,0.0,0.678,0.322,0.5859,US
1114,0.0,1.0,0.0,0.0,Florida
856,0.0,0.684,0.316,0.5719,Indiana
4428,0.273,0.727,0.0,-0.6705,Istanbul
1427,0.0,1.0,0.0,0.0,US
3273,0.239,0.761,0.0,-0.296,Iran
1269,0.43,0.57,0.0,-0.7003,S.C.
3781,0.0,0.791,0.209,0.4404,Ferguson PD
916,0.0,1.0,0.0,0.0,Cleveland
1313,0.0,0.748,0.252,0.5719,New Hampshire
4568,0.4,0.6,0.0,-0.4588,Venezuela
2059,0.0,1.0,0.0,0.0,Iowa
2761,0.304,0.696,0.0,-0.5423,Istanbul
1380,0.0,1.0,0.0,0.0,Iowa
844,0.231,0.769,0.0,-0.34,Kasich
4244,0.0,0.619,0.381,0.5719,Hawaii
4244,0.0,0.619,0.381,0.5719,Mississippi
4244,0.0,0.619,0.381,0.5719,Michigan
4423,0.0,1.0,0.0,0.0,Iran
2635,0.0,1.0,0.0,0.0,Cleveland
3706,0.179,0.65,0.171,-0.0258,Charleston
1214,0.0,1.0,0.0,0.0,South Carolina Black
1156,0.205,0.662,0.132,-0.2732,Nevada
3944,0.313,0.687,0.0,-0.6249,Ethiopia
1265,0.0,1.0,0.0,0.0,South Carolina
4065,0.0,1.0,0.0,0.0,Ukraine
4491,0.0,1.0,0.0,0.0,Cuba
3438,0.232,0.446,0.321,0.25,Washington
4695,0.178,0.822,0.0,-0.3818,Las Vegas
3783,0.0,1.0,0.0,0.0,Washington
2824,0.0,1.0,0.0,0.0,U.S.
2824,0.0,1.0,0.0,0.0,Iran
2223,0.0,0.833,0.167,0.34,US
2223,0.0,0.833,0.167,0.34,Iran
4011,0.167,0.833,0.0,-0.1027,Russia
4011,0.167,0.833,0.0,-0.1027,US
4011,0.167,0.833,0.0,-0.1027,Syria
3509,0.0,1.0,0.0,0.0,Brussels
840,0.0,1.0,0.0,0.0,Indiana
3219,0.0,1.0,0.0,0.0,Iowa
4697,0.41,0.59,0.0,-0.7402,Utah
1315,0.0,1.0,0.0,0.0,New Hampshire
680,0.507,0.362,0.131,-0.8074,San Jose
4900,0.0,0.849,0.151,0.1531,Mexico
716,0.15,0.551,0.299,0.4404,Washington
117,0.0,0.82,0.18,0.0258,Baltimore
339,0.412,0.439,0.149,-0.4588,New York
4339,0.0,0.696,0.304,0.5423,Iraq
572,0.0,1.0,0.0,0.0,America
3840,0.368,0.632,0.0,-0.5423,Iran
2255,0.0,1.0,0.0,0.0,Kentucky
1397,0.0,1.0,0.0,0.0,Iowa
1397,0.0,1.0,0.0,0.0,New Hampshire
3990,0.328,0.672,0.0,-0.6597,Egypt
2833,0.0,0.706,0.294,0.3612,Iran
2816,0.0,0.887,0.113,0.1027,Vienna
2816,0.0,0.887,0.113,0.1027,Iran
3671,0.0,1.0,0.0,0.0,U.S.
3117,0.112,0.67,0.219,0.34,Kentucky
80,0.0,1.0,0.0,0.0,NC
2323,0.0,0.833,0.167,0.2023,N.J.
4259,0.0,1.0,0.0,0.0,South Carolina
4259,0.0,1.0,0.0,0.0,Nevada
3514,0.179,0.617,0.204,0.1027,Brussels
2815,0.0,1.0,0.0,0.0,Iran
4062,0.0,0.803,0.197,0.4019,Iran
4729,0.0,1.0,0.0,0.0,Utah
2943,0.442,0.388,0.171,-0.5423,Kobani
3642,0.545,0.455,0.0,-0.8957,Paris
3670,0.434,0.566,0.0,-0.7845,San Bernardino
1060,0.0,1.0,0.0,0.0,Washington
468,0.0,0.877,0.123,0.1027,Iran
1331,0.407,0.593,0.0,-0.6705,South Carolina
2363,0.0,1.0,0.0,0.0,Britain
2363,0.0,1.0,0.0,0.0,America
4203,0.0,1.0,0.0,0.0,Wyoming
2300,0.276,0.654,0.07,-0.6597,Indiana
2169,0.21,0.617,0.173,-0.1531,Saudi Arabia’s
2169,0.21,0.617,0.173,-0.1531,the United States
4276,0.315,0.685,0.0,-0.3182,Iowa
2194,0.188,0.435,0.377,0.3818,America
3659,0.0,1.0,0.0,0.0,Kansas
2851,0.0,0.693,0.307,0.4767,Iran
2923,0.111,0.889,0.0,-0.128,Mosul
4269,0.134,0.866,0.0,-0.1779,N.H.
921,0.0,1.0,0.0,0.0,New York
2531,0.298,0.702,0.0,-0.5267,US
3619,0.0,1.0,0.0,0.0,U.S.
3619,0.0,1.0,0.0,0.0,Paris
1028,0.0,1.0,0.0,0.0,Rubio
3765,0.0,1.0,0.0,0.0,Baltimore
4254,0.0,0.551,0.449,0.6908,Nevada
1340,0.0,1.0,0.0,0.0,Iowa
3505,0.394,0.606,0.0,-0.7579,Orlando
2900,0.0,0.791,0.209,0.4404,Iran
2361,0.117,0.726,0.156,0.1779,Texas
110,0.306,0.463,0.231,-0.2023,Baltimore
2540,0.561,0.439,0.0,-0.7506,San Francisco’s
4256,0.426,0.574,0.0,-0.6369,Nevada
4075,0.0,1.0,0.0,0.0,Turkey
4075,0.0,1.0,0.0,0.0,Armenia
3564,0.367,0.633,0.0,-0.7003,New York City
1352,0.0,0.753,0.247,0.3182,Iowa
3733,0.254,0.447,0.299,0.4215,Charleston
3141,0.156,0.638,0.206,0.1779,America
1021,0.0,1.0,0.0,0.0,North Dakota
1358,0.0,1.0,0.0,0.0,Iowa
3692,0.293,0.707,0.0,-0.4404,U.S.
