ID,polarity,subjectivity,GPE
10323,0.0,0.0,Ohio
7032,-0.1,0.0,North Dakota
5554,-0.4,0.7,US
8055,0.0,0.0,America
8915,0.0,0.0,US
10496,0.0,0.0,Liver
8739,0.0,0.0,Syria
6359,0.0,0.0,Vienna
7315,-0.12916666666666665,0.4875,Russia
7315,-0.12916666666666665,0.4875,US
9103,-1.0,0.8,America
7501,-0.16666666666666666,0.43333333333333335,India
9061,-0.1,0.1,Philadelphia
9892,0.0,0.0,Yemen
9892,0.0,0.0,Ukraine
8591,-0.5,1.0,Russia
8346,0.0,0.0,US
8903,0.0,0.0,Washington
7465,0.0,0.0,Vermont
7465,0.0,0.0,Canada
7930,0.0,0.0,Syria
8028,0.18958333333333333,0.375,Japan
7028,0.14285714285714285,0.31785714285714284,Cuba
7706,0.0,1.0,US
6661,0.13636363636363635,0.45454545454545453,New WikiLeaks Dump
5486,0.0,0.0,Benghazi
6532,0.0,0.0,Nevada
9607,0.0,0.0,Moscow
9607,0.0,0.0,Spain
6098,0.0,0.0,Chance
10343,-0.4,0.7,Russia
8777,0.0,0.0,Israel
8777,0.0,0.0,Jerusalem
7357,0.19249999999999998,0.36500000000000005,U.S.
7545,-0.11875,0.45,Colombia
8352,0.05000000000000002,0.5,US
8352,0.05000000000000002,0.5,Around Mosul
8276,0.275,0.4833333333333334,Iraq
8276,0.275,0.4833333333333334,US
8276,0.275,0.4833333333333334,Mosul
5292,0.0,0.0,US
5359,0.21428571428571427,0.5,US
8109,0.0,0.0,Nevada
7988,0.375,0.5,Paris
8953,-0.12272727272727273,0.34090909090909094,Italy
7668,0.15,0.1,Mexico
6458,0.043181818181818175,0.42727272727272725,Populism
6645,0.5,0.9,U.S
10514,-1.0,1.0,Texas
5883,0.0,0.0,Mosul
8829,-0.2,0.4,Kenya
5730,0.0,0.0,Mosul
7211,0.0,0.0,Germany
6280,0.0,0.0,Honduras
6252,0.0,0.06666666666666667,North Dakota
5934,0.0,0.0,Saudi Arabia’s
5934,0.0,0.0,Jeddah
6400,0.0,0.0,Vatican
10187,0.35714285714285715,0.5714285714285714,US
7153,0.0,0.0,Russia
9875,0.0,0.0,Russia
9884,0.0,0.0,China
9884,0.0,0.0,U.S.
6927,0.0,0.0,China
6927,0.0,0.0,the United States
8708,0.0,0.0,France
9628,0.0,0.0,Israel
8051,0.2857142857142857,0.5357142857142857,U.S.
8051,0.2857142857142857,0.5357142857142857,Mexico
7360,0.13636363636363635,0.45454545454545453,New Eastern Outlook
5822,0.0,0.75,Russia
5822,0.0,0.75,US
9755,0.0,0.0,US
9755,0.0,0.0,North Korea
5905,0.0,0.0,Russia
5905,0.0,0.0,U.S.
5905,0.0,0.0,Banana Republic
6657,0.2,0.2,Israel
10268,0.0,0.0,Israel
6788,0.5,0.5,China
8360,0.0,0.0,Russia
8360,0.0,0.0,China
5442,0.0,0.0,BRICS
5774,0.25,0.5,U.S.
7883,0.0,0.0,Israel
5375,0.0,0.0,London
9958,0.0,0.0,U.S.
9958,0.0,0.0,Syria
9746,0.0,0.0,Vietnam
8834,0.0,0.0,America
8834,0.0,0.0,Philippines
10020,0.0,0.0,Palestine
6542,0.0,0.0,Russia
6542,0.0,0.0,Spain
5543,0.028571428571428564,0.6452380952380952,U.S.
8707,0.0,0.0,US
8707,0.0,0.0,Russia
5999,0.2,0.5,Iraq
7346,-0.1,0.1,Propaganda
5662,0.0,0.0,Put North Korea
9719,-0.25,0.75,UK
9600,0.0,0.0,Russia
10409,0.0,0.0,Russia
10409,0.0,0.0,US
9213,0.0,0.0,Russia
8718,0.0,0.0,Romania
9955,0.0,0.0,US
10091,0.08,0.77,Hillary
10006,-0.2,0.0,US
9985,-0.16666666666666666,0.16666666666666666,Syria
10452,0.5,0.75,US
5676,0.0,0.0,Russia
5676,0.0,0.0,Syria
6322,0.13636363636363635,0.45454545454545453,US
6322,0.13636363636363635,0.45454545454545453,US
6322,0.13636363636363635,0.45454545454545453,New Eastern Outlook
7845,0.0,0.0,Florida
7495,0.0,0.0,Brazil
9916,0.0,0.0,The United States
8381,-0.25,0.25,U.S.
7369,0.04999999999999999,0.6,America
7528,0.0,0.0,Russia
7528,0.0,0.0,U.S.
6764,0.2,0.2,Washington
6764,0.2,0.2,Venezuela
5368,0.5,1.0,America
5368,0.5,1.0,Grand Piano
6321,0.9,0.9,Britain
9446,0.0,0.75,America
9632,-0.5,1.0,U.S.
9157,0.13636363636363635,0.45454545454545453,New York
9018,-0.2,0.0,US
9018,-0.2,0.0,Iraq
7980,0.5,0.5,Texas
6604,-0.1,0.1,US
6386,0.1,0.65,Orlando
7112,0.0,0.0,The United States
9484,0.0,0.0,Lifetime
8677,0.2,0.2,Brexit
5423,-0.19999999999999998,0.75,Washington
5789,0.0,0.0,Saudi Arabia
6363,0.0,0.0,Canada
6363,0.0,0.0,EU
9931,0.0,0.0,UK
9931,0.0,0.0,Zimbabwe
6349,0.0,0.0,Russia
6349,0.0,0.0,Leave
9312,0.0,0.0,Ukraine
5290,0.0,0.0,UK
9363,0.0,0.0,America
9363,0.0,0.0,Russia
7002,0.0,0.3,Ohio
7002,0.0,0.3,Florida
8890,0.3333333333333333,0.3333333333333333,Russia
7446,-0.05,0.0,North Dakota
9596,0.13636363636363635,0.45454545454545453,Russia
7574,-0.21666666666666667,0.4000000000000001,Massachusetts
10156,0.13636363636363635,0.45454545454545453,Russia
10156,0.13636363636363635,0.45454545454545453,Syria
6836,0.8,0.9,Germany
9752,0.0,0.0,Russia
9752,0.0,0.0,India
6161,0.0,0.0,Israel
5837,0.25,0.3333333333333333,U.S.
5366,0.0,0.0,Palestine
6855,0.5625,0.4666666666666667,Brazil
8128,0.0,0.0,North Carolina
8901,0.3333333333333333,1.0,D.C.
5618,0.2857142857142857,0.5357142857142857,US
6440,0.05,0.2,Dakota
10210,0.0,0.0,America
8117,0.0,0.0,Russia
8117,0.0,0.0,Moscow
6412,0.0,0.0,America
5478,0.0,0.125,Russia
9540,0.3,0.4666666666666666,Standing Rock
8619,-0.8,1.0,Mosul
9637,0.0,0.0,Us
7129,-0.05,0.4,Russia
7977,0.0,0.0,Oregon
9543,0.0,0.0,Mosul
6137,0.0,0.0,Yemen
6962,0.0,0.0,Vermont
5769,-0.2,0.0,Yemen
8166,0.0,0.0,Spain
6767,0.0,0.0,Washington
5874,0.1,0.1,Eritrea
5514,-0.4,0.7,Reno
7427,0.0,0.0,China
7566,0.13636363636363635,0.45454545454545453,New York
5397,0.0,0.0,US
10424,-0.05,0.05,Mosul
9142,-0.05000000000000001,0.3666666666666667,US
9370,0.24375,0.3875,U.S.
5879,-0.1625,0.3875,America
8318,-0.4,0.55,US
8377,-0.1,0.1,Philadelphia
9214,0.13636363636363635,0.45454545454545453,Italy
8512,0.0,0.0,Moscow
6530,0.0,0.0,Syria - Waiting For The Next Moves       
7893,0.0,1.0,Broward County
8388,0.0,0.0,U.S.
8388,0.0,0.0,America
5642,0.0,0.0,Larium
5642,0.0,0.0,Mozambique—1993–1994
7066,-0.3,0.4,Russia
5866,0.0,0.0,Pakistan
5866,0.0,0.0,Islamabad
5811,0.0,0.0,Orlando
7973,0.05357142857142857,0.6369047619047619,China
6075,0.0,0.0,America
9990,0.0,0.0,Tel Aviv
8480,0.0,0.0,Washington
8480,0.0,0.0,Syria
9172,0.0,0.0,Russia
9172,0.0,0.0,Turkey
10397,0.0,0.0,Russia
6753,-0.23214285714285715,0.8035714285714286,Topshop
7094,0.0,0.0,US
7982,0.14285714285714285,0.33035714285714285,US
6894,0.0,0.0,Arkansas
9878,-0.1,0.1,Propaganda
7865,0.0,0.0,US
5650,0.0,0.0,Briefing
8705,-0.6666666666666666,1.0,Moscow
7703,0.0,0.0,U.S.
7148,0.0,0.0,America
7522,0.0,0.0,Russia
10398,-0.15,0.4,South Dakota
6580,0.0,0.05555555555555555,Bikini
8143,0.5,0.75,Chicago
7999,-0.16666666666666666,0.26666666666666666,Russia
9128,0.0,0.0,Mosul
10536,0.06666666666666667,0.19999999999999998,US
5341,0.0,0.0,France
6704,0.0,0.0,Mexico
6704,0.0,0.0,Ohio
6371,0.0,0.06666666666666667,America
5936,-1.0,1.0,Italy
9457,0.4,0.7,UK
5734,0.0,0.0,Oregon
7319,0.0,0.0,Britain
8006,0.0,0.0,Rasmea Odeh’s
7909,0.13636363636363635,0.45454545454545453,Russia
7419,0.0,0.0,Syria
7181,0.0,0.0,US
7181,0.0,0.0,China
6164,0.0,1.0,US
6488,0.0,0.0,U.S.
6417,0.0,0.0,Mosul
6417,0.0,0.0,Iraqi City
7220,0.3,0.0,Israel
7220,0.3,0.0,Israel
10528,0.0,0.5,Jerusalem
10528,0.0,0.5,Photos
7183,0.0,0.0,Russia
5707,0.0,1.0,Ohio
6832,0.0,0.0,Portugal
7413,0.25,0.3333333333333333,Finland
7910,0.5,0.5,The United States Permanently
8302,0.0,0.0,America
6690,0.0,0.0,Iraq
7288,0.0,0.0,Syria
10545,0.0,0.0,Norway
8996,0.0,0.0,US
8996,0.0,0.0,Japan
8996,0.0,0.0,North Korea
6150,-0.125,0.1,Washington
8087,0.0,0.0,US
8087,0.0,0.0,Saudi Arabia
8087,0.0,0.0,Yemen
9576,0.5,0.5,Michigan
5989,0.8,0.4,Florida
9745,-0.2,0.0,Pakistan
5644,-0.3166666666666667,0.3,US
8690,0.8,0.9,Syria
10176,0.0,0.1,California
6766,0.0,0.0,US
7925,-0.15454545454545454,0.4666666666666666,America
9483,-0.25,0.5,Saudi Arabia
8285,0.375,0.5375,America
10261,-0.4,0.45,Japan
10261,-0.4,0.45,Japan
7491,0.0,0.0,Bengaluru
6314,-0.125,0.6166666666666667,Russia
6314,-0.125,0.6166666666666667,Texas
10523,0.10000000000000002,0.3,Aleppo
5343,0.0,0.0,Russia
6684,-0.1,0.0,North Dakota
6254,0.0,0.0,Paris
8743,0.0,0.0,Aliens
10290,0.0,0.0,Russia
6502,0.3,0.2,US
5744,-0.3125,0.6875,Washington
5744,-0.3125,0.6875,The Vineyard of the
10319,0.0,0.0,Russia
7045,-0.11666666666666667,0.5208333333333333,Voting
7045,-0.11666666666666667,0.5208333333333333,Boding Ill
8251,0.0,0.0,Iran
8251,0.0,0.0,Iraq
8251,0.0,0.0,Syria
8251,0.0,0.0,Lebanon
9373,-0.1,0.1,Propaganda
8629,0.0,0.0,America
6202,0.0,0.0,Philadelphia
6427,-0.4000000000000001,0.6,Syria
5907,0.0,0.0,Russia
5907,0.0,0.0,Spain
6925,0.0,0.75,Pennsylvania
9420,-0.20833333333333331,0.16666666666666666,America
8138,0.0,0.0,Russia
8138,0.0,0.0,Cuba
8279,0.5,0.5,Rwanda
8279,0.5,0.5,Philippines
8279,0.5,0.5,UK
8686,0.4,0.8,Turkey
8998,0.0,0.0,Venezuela
6011,-0.1,0.1,US
6719,0.5916666666666668,0.8666666666666667,Moscow
9820,0.55,0.95,England
6395,0.3666666666666667,0.7000000000000001,Russia
5577,0.25,1.0,Oregon
9522,0.0,0.0,Syria
9522,0.0,0.0,Maps
7142,-0.175,0.6,Iran
10475,0.0,0.0,Florida
9069,1.850371707708594e-17,0.5333333333333333,Yemen
6281,0.0,0.0,US
6338,0.0,0.0,Russia
7543,0.0,0.0,Iran
5702,0.0,0.0,Venezuela
7659,0.15,0.625,Italy
9161,0.0,0.0,Sweden
9349,0.0,0.0,Germany
6144,0.6136363636363636,0.7727272727272727,Russia
6144,0.6136363636363636,0.7727272727272727,China
8022,0.0,0.0,the United States
6668,-0.1,0.0,US
6668,-0.1,0.0,Syria
6292,0.5,0.5,America
7176,-0.175,0.175,Washington
9045,0.0,0.0,Millet
9922,0.0,0.0,Ireland
7250,0.0,0.0,Pa.
8008,-0.3,0.1,Florida
7683,-0.15,0.4,Washington
7683,-0.15,0.4,US
8991,0.0,0.0,U.S.
9627,-0.39999999999999997,0.5666666666666668,Dublin City
8361,0.0,0.0,US
8361,0.0,0.0,Yemen
9599,0.0,0.1,Saudi Arabia
10311,0.0,0.0,Iran
10311,0.0,0.0,Iraq
10311,0.0,0.0,Syria
10311,0.0,0.0,Lebanon
10064,0.25,0.3333333333333333,MOBILE
10480,0.0,0.0,Photo
8585,-0.125,0.875,Arizona
6979,-0.5,0.5,UK
5403,0.0,0.0,Russia
6807,0.0,0.0,Colombia
6282,-0.2,0.4,Japan
8047,-0.16666666666666666,0.3666666666666667,Russia
8662,0.1,0.1,Russia
6800,0.0,0.0,Korea
9017,0.0,0.0,Israel
6444,-0.2,0.4,Yemen
6931,0.0,0.0,Hollywood
7450,0.0,0.0,Illinois
9315,0.0,0.25,Russia
6846,0.1,0.4,Vladivostok
7329,0.09999999999999999,0.325,America
6773,0.0,0.0,V.S.
7334,0.0,0.5,U.S.
8481,0.0,0.1,US
10491,0.0,0.0,US
9515,0.0,0.0,Nebraska
9225,0.0,0.0,America
6751,-0.875,1.0,Progressive
8700,-0.16666666666666666,0.43333333333333335,America
7734,-0.8,1.0,US
7734,-0.8,1.0,Tunisia
7734,-0.8,1.0,Libya
10148,0.0,0.0,Arkansas
5886,0.0,0.1,Pakistan
10240,-0.1027777777777778,0.14444444444444446,Podesta
10240,-0.1027777777777778,0.14444444444444446,Abedin
10240,-0.1027777777777778,0.14444444444444446,Lynch
10240,-0.1027777777777778,0.14444444444444446,Mook
8535,0.0,0.0,US
7941,0.11818181818181818,0.42727272727272725,UK
7941,0.11818181818181818,0.42727272727272725,Russia
6866,0.0,0.0,IOWA
6847,0.0,1.0,Fla.
6193,0.0,0.0,Russia
9272,0.0,0.0,Oregon
8464,0.0,0.25,Damascus
5300,0.001515151515151511,0.5272727272727272,Russia
7884,-0.0878787878787879,0.3515151515151515,Yemen
7884,-0.0878787878787879,0.3515151515151515,US
9651,0.0,0.0,The United States
7772,0.6,1.0,U.S.
8433,0.0,0.0,Russia
8571,0.0,0.0,Core Wounds
10075,0.0,1.0,US
10140,-0.3,0.4,US
8880,0.0,0.0,US
8880,0.0,0.0,Syria
8768,0.0,0.0,US
8768,0.0,0.0,US
8131,0.0,0.0,Pakistan
6026,0.0,0.0,China
6026,0.0,0.0,Russia
6026,0.0,0.0,U.S.
5797,0.0,0.5,Syria
5453,0.2,0.4,Russia
5453,0.2,0.4,Texas
5453,0.2,0.4,France
5424,0.0,0.0,Russia
5424,0.0,0.0,Syria
